Company Type_Product,Company Type_Service,WFH Setup Available_No,WFH Setup Available_Yes,Gender_Female,Gender_Male,Designation,Resource Allocation,Mental Fatigue Score,Sum_Column,Company Type_Product Company Type_Service,Company Type_Product WFH Setup Available_No,Company Type_Product WFH Setup Available_Yes,Company Type_Product Gender_Female,Company Type_Product Gender_Male,Company Type_Product Designation,Company Type_Product Resource Allocation,Company Type_Product Mental Fatigue Score,Company Type_Service WFH Setup Available_No,Company Type_Service WFH Setup Available_Yes,Company Type_Service Gender_Female,Company Type_Service Gender_Male,Company Type_Service Designation,Company Type_Service Resource Allocation,Company Type_Service Mental Fatigue Score,WFH Setup Available_No WFH Setup Available_Yes,WFH Setup Available_No Gender_Female,WFH Setup Available_No Gender_Male,WFH Setup Available_No Designation,WFH Setup Available_No Resource Allocation,WFH Setup Available_No Mental Fatigue Score,WFH Setup Available_Yes Gender_Female,WFH Setup Available_Yes Gender_Male,WFH Setup Available_Yes Designation,WFH Setup Available_Yes Resource Allocation,WFH Setup Available_Yes Mental Fatigue Score,Gender_Female Gender_Male,Gender_Female Designation,Gender_Female Resource Allocation,Gender_Female Mental Fatigue Score,Gender_Male Designation,Gender_Male Resource Allocation,Gender_Male Mental Fatigue Score,Designation Resource Allocation,Designation Mental Fatigue Score,Resource Allocation Mental Fatigue Score
-0.7247063197480714,0.7247063197480715,1.0822969067497545,-1.0822969067497545,-1.0515053164015444,1.0515053164015444,0.7233266554777076,0.25018501022520323,-0.06177257807155101,0.2546999430678095,0.0,-0.43342753133612516,-0.47833121937591594,-0.4689676184641121,-0.4430211013797156,-0.6070966061059146,-0.6299321537027069,-0.6689132821144473,1.5188774026127734,-0.739067982590055,-0.7254464680434498,1.4889788770883645,1.1297709443662844,0.7572481244779604,0.5858537368768355,0.0,-0.5349053559925713,1.7889806886756734,1.2890775947436084,0.9112469884634934,0.797418199855375,-0.6587407638361192,-0.5570828980967988,-0.8352254899772559,-0.8841404944860345,-0.9605400671986226,0.0,-0.8251875791260399,-0.8668161806180962,-0.937873726942023,1.3632706664543004,0.9780397912762998,0.835617807589148,0.318214276402979,0.28200125569809514,-0.04260205474439673
-0.7247063197480714,0.7247063197480715,1.0822969067497545,-1.0822969067497545,0.9510175406646486,-0.9510175406646486,-0.15932992439207924,0.25018501022520323,-0.9414810558343047,-0.3124548089179052,0.0,-0.43342753133612516,-0.47833121937591594,-0.4689676184641121,-0.4430211013797156,-0.6070966061059146,-0.6299321537027069,-0.6689132821144473,1.5188774026127734,-0.739067982590055,1.3784614634585366,-0.6716011995787728,0.4075411694086081,0.7572481244779604,0.045031634124675396,0.0,1.8694895999768002,-0.5589775263254904,0.5976482744188659,0.9112469884634934,0.29542865595629925,-0.6587407638361192,-0.5570828980967988,-0.8352254899772559,-0.8841404944860345,-0.9605400671986226,0.0,0.7012041717150628,1.0932656568711798,0.3399867797675056,-0.7884526111275478,-0.817461563596237,-0.8703491837451843,-0.18271991246181887,-0.62015780528674,-0.47505204614585334
-0.7247063197480714,0.7247063197480715,1.0822969067497545,-1.0822969067497545,0.9510175406646486,-0.9510175406646486,0.7233266554777076,0.25018501022520323,0.9731785722375713,0.6748145741683388,0.0,-0.43342753133612516,-0.47833121937591594,-0.4689676184641121,-0.4430211013797156,-0.6070966061059146,-0.6299321537027069,-0.6689132821144473,1.5188774026127734,-0.739067982590055,1.3784614634585366,-0.6716011995787728,1.1297709443662844,0.7572481244779604,1.2221150342323182,0.0,1.8694895999768002,-0.5589775263254904,1.2890775947436084,0.9112469884634934,1.3879941338542876,-0.6587407638361192,-0.5570828980967988,-0.8352254899772559,-0.8841404944860345,-0.9605400671986226,0.0,1.4644000471356142,1.0932656568711798,1.552315978440648,-0.7884526111275478,-0.817461563596237,-0.8703491837451843,0.318214276402979,0.8834406296879854,0.46616264102202276
1.3798692970521191,-1.3798692970521191,1.0822969067497545,-1.0822969067497545,0.9510175406646486,-0.9510175406646486,-1.0419865042618661,-1.2145679313137445,-0.5792481532261121,-1.0056439502337786,0.0,2.3071907705477415,-0.47833121937591594,2.1323433871085604,-0.4430211013797156,0.2080239196118182,0.1903317294346649,0.900245737566728,-0.6583809847192403,-0.739067982590055,-0.7254464680434498,-0.6716011995787728,-1.0369183805067448,-1.0911986667116287,-1.1956778957185157,0.0,1.8694895999768002,-0.5589775263254904,-0.09378104590587653,-0.12243516125687036,0.5021302328559186,-0.6587407638361192,-0.5570828980967988,-0.8352254899772559,-0.8841404944860345,-0.9605400671986226,0.0,-0.061991703705488566,-0.08278344562238578,0.5693463578948568,-0.7884526111275478,-0.817461563596237,-0.8703491837451843,-0.9842146146454955,-0.9409254714146815,-0.9990796827852655
1.3798692970521191,-1.3798692970521191,-0.9239608777993276,0.9239608777993273,-1.0515053164015444,1.0515053164015444,-0.15932992439207924,0.7384359907381858,1.180168802299396,0.7588375003884444,0.0,-0.43342753133612516,2.0906015737478123,-0.4689676184641121,2.2572288247346823,1.023144445329551,1.8308594957094086,2.0600589260267275,-0.6583809847192403,-0.739067982590055,-0.7254464680434498,-0.6716011995787728,-1.0369183805067448,-1.0911986667116287,-1.1956778957185157,0.0,-0.5349053559925713,-0.5589775263254904,-0.785210366230619,-0.8115565944037795,-0.8561944153415807,-0.6587407638361192,1.795064977611716,0.7634785331269629,1.60376528013755,1.7645418426043031,0.0,-0.8251875791260399,-0.8668161806180962,-0.937873726942023,0.6460295739270177,1.3371400622508072,1.566746518161005,0.017653763084100275,0.20180933916611005,0.9749273367884422
-0.7247063197480714,0.7247063197480715,1.0822969067497545,-1.0822969067497545,-1.0515053164015444,1.0515053164015444,2.4886398152172813,2.2031889322771336,1.231916359814852,2.040187125245059,0.0,-0.43342753133612516,-0.47833121937591594,-0.4689676184641121,-0.4430211013797156,-0.6070966061059146,-0.6299321537027069,-0.6689132821144473,1.5188774026127734,-0.739067982590055,-0.7254464680434498,1.4889788770883645,2.5742304942816374,2.2360055574296314,1.3811803585711888,0.0,-0.5349053559925713,1.7889806886756734,2.6719362353930936,2.2894898547573117,1.535638117354016,-0.6587407638361192,-0.5570828980967988,-0.8352254899772559,-0.8841404944860345,-0.9605400671986226,0.0,-0.8251875791260399,-0.8668161806180962,-0.937873726942023,2.797752851508866,2.4144408751743294,1.5972102144348321,3.323819409591766,2.657686782958162,2.2417514292468264
-0.7247063197480714,0.7247063197480715,1.0822969067497545,-1.0822969067497545,-1.0515053164015444,1.0515053164015444,2.4886398152172813,2.2031889322771336,1.231916359814852,2.040187125245059,0.0,-0.43342753133612516,-0.47833121937591594,-0.4689676184641121,-0.4430211013797156,-0.6070966061059146,-0.6299321537027069,-0.6689132821144473,1.5188774026127734,-0.739067982590055,-0.7254464680434498,1.4889788770883645,2.5742304942816374,2.2360055574296314,1.3811803585711888,0.0,-0.5349053559925713,1.7889806886756734,2.6719362353930936,2.2894898547573117,1.535638117354016,-0.6587407638361192,-0.5570828980967988,-0.8352254899772559,-0.8841404944860345,-0.9605400671986226,0.0,-0.8251875791260399,-0.8668161806180962,-0.937873726942023,2.797752851508866,2.4144408751743294,1.5972102144348321,3.323819409591766,2.657686782958162,2.2417514292468264
1.3798692970521191,-1.3798692970521191,1.0822969067497545,-1.0822969067497545,0.9510175406646486,-0.9510175406646486,1.6059832353474943,1.2266869712511683,1.5424017049075884,1.5360495679244235,0.0,2.3071907705477415,-0.47833121937591594,2.1323433871085604,-0.4430211013797156,2.653385496765017,2.240991437278095,2.29884399423908,-0.6583809847192403,-0.739067982590055,-0.7254464680434498,-0.6716011995787728,-1.0369183805067448,-1.0911986667116287,-1.1956778957185157,0.0,1.8694895999768002,-0.5589775263254904,1.980506915068351,1.6003684216104026,1.7128108975536895,-0.6587407638361192,-0.5570828980967988,-0.8352254899772559,-0.8841404944860345,-0.9605400671986226,0.0,2.2275959225561657,1.8772983918668902,1.9127381726407713,-0.7884526111275478,-0.817461563596237,-0.8703491837451843,1.6206431674514534,2.0863193776677655,1.6312337943271231
-0.7247063197480714,0.7247063197480715,-0.9239608777993276,0.9239608777993273,-1.0515053164015444,1.0515053164015444,-1.0419865042618661,-1.2145679313137445,-2.1316748786897954,-1.6358158968845726,0.0,-0.43342753133612516,-0.47833121937591594,-0.4689676184641121,-0.4430211013797156,-0.6070966061059146,-0.6299321537027069,-0.6689132821144473,-0.6583809847192403,1.3530555017354584,-0.7254464680434498,1.4889788770883645,-0.31468860554906836,-0.35181995023579304,-0.6866688578341296,0.0,-0.5349053559925713,-0.5589775263254904,-0.785210366230619,-0.8115565944037795,-0.8561944153415807,-0.6587407638361192,1.795064977611716,-0.03587347842514648,-0.054838569611506356,-0.41552368523803745,0.0,-0.8251875791260399,-0.8668161806180962,-0.937873726942023,-0.0712115186002651,-0.09926102164722228,-0.3829300433639465,-0.9842146146454955,-1.2416451584096266,-1.304338500245117
1.3798692970521191,-1.3798692970521191,-0.9239608777993276,0.9239608777993273,-1.0515053164015444,1.0515053164015444,-1.0419865042618661,-1.2145679313137445,0.24871276702118594,-0.6695522453533553,0.0,-0.43342753133612516,2.0906015737478123,-0.4689676184641121,2.2572288247346823,0.2080239196118182,0.1903317294346649,1.446040179194963,-0.6583809847192403,-0.739067982590055,-0.7254464680434498,-0.6716011995787728,-1.0369183805067448,-1.0911986667116287,-1.1956778957185157,0.0,-0.5349053559925713,-0.5589775263254904,-0.785210366230619,-0.8115565944037795,-0.8561944153415807,-0.6587407638361192,1.795064977611716,-0.03587347842514648,-0.054838569611506356,1.1513984128986448,0.0,-0.8251875791260399,-0.8668161806180962,-0.937873726942023,-0.0712115186002651,-0.09926102164722228,1.0183999852321124,-0.9842146146454955,-0.7805416383507107,-0.836274980140011
